Date,Price,Open,High,Low,Vol.,Change %,Chg. %,Unnamed: 7
05/23/2017,74.35,74.35,74.35,74.35,0.01K,-0.60%,,
05/24/2017,74.45,74.45,74.45,74.45,0.01K,0.13%,,
05/25/2017,74.45,74.45,74.45,74.45,0.03K,0.00%,,
05/26/2017,74.45,74.45,74.45,74.45,0.01K,0.00%,,
05/29/2017,73.85,73.85,73.85,73.85,,-0.81%,,
05/30/2017,74.1,74.1,74.1,74.1,0.12K,0.34%,,
05/31/2017,73.45,73.45,73.45,73.45,0.01K,-0.88%,,
06/01/2017,74.5,74.0,74.0,74.0,0.00K,1.43%,,
06/02/2017,76.0,76.0,76.0,76.0,0.01K,2.01%,,
06/05/2017,75.9,75.9,75.9,75.9,0.03K,-0.13%,,
06/06/2017,76.95,76.95,76.95,76.95,0.10K,1.38%,,
06/07/2017,78.45,78.0,78.0,78.0,0.04K,1.95%,,
06/08/2017,79.3,79.3,79.3,79.3,0.04K,1.08%,,
06/09/2017,79.45,79.45,79.45,79.45,0.03K,0.19%,,
06/12/2017,79.45,79.45,79.45,79.45,0.01K,0.00%,,
06/13/2017,80.85,80.85,80.85,80.85,0.08K,1.76%,,
06/14/2017,80.5,80.5,80.5,80.5,0.02K,-0.43%,,
06/15/2017,80.8,80.8,80.8,80.8,0.02K,0.37%,,
06/16/2017,80.85,80.85,80.85,80.85,0.02K,0.06%,,
06/19/2017,81.2,81.2,81.2,81.2,0.01K,0.43%,,
06/20/2017,80.75,80.75,80.75,80.75,0.05K,-0.55%,,
06/21/2017,80.7,80.7,80.7,80.7,0.01K,-0.06%,,
06/22/2017,80.6,80.6,80.6,80.6,0.03K,-0.12%,,
06/23/2017,80.65,80.65,80.65,80.65,0.00K,0.06%,,
06/26/2017,80.55,80.55,80.55,80.55,0.01K,-0.12%,,
06/27/2017,80.6,80.6,80.6,80.6,0.01K,0.06%,,
06/28/2017,80.65,80.65,80.65,80.65,0.02K,0.06%,,
06/29/2017,80.95,80.95,80.95,80.95,0.04K,0.37%,,
06/30/2017,81.0,81.0,81.0,81.0,0.02K,0.06%,,
07/03/2017,79.45,79.45,79.45,79.45,0.07K,-1.91%,,
07/04/2017,81.15,81.15,81.15,81.15,0.14K,2.14%,,
07/05/2017,83.05,83.05,83.05,83.05,0.18K,2.34%,,
07/06/2017,83.2,83.2,83.2,83.2,0.04K,0.18%,,
07/07/2017,82.55,82.55,82.55,82.55,0.01K,-0.78%,,
07/10/2017,82.35,82.35,82.35,82.35,0.02K,-0.24%,,
07/11/2017,83.35,83.35,83.35,83.35,0.08K,1.21%,,
07/12/2017,83.2,83.2,83.2,83.2,0.02K,-0.18%,,
07/13/2017,83.8,83.8,83.8,83.8,0.22K,0.72%,,
07/14/2017,83.95,83.95,83.95,83.95,0.02K,0.18%,,
07/17/2017,84.3,84.3,84.3,84.3,0.02K,0.42%,,
07/18/2017,85.55,85.55,85.55,85.55,0.04K,1.48%,,
07/19/2017,85.85,85.85,85.85,85.85,0.13K,0.35%,,
07/20/2017,86.7,86.7,86.7,86.7,0.01K,0.99%,,
07/21/2017,86.45,86.45,86.45,86.45,0.02K,-0.29%,,
07/24/2017,86.35,86.35,86.35,86.35,0.01K,-0.12%,,
07/25/2017,86.8,86.8,86.8,86.8,0.01K,0.52%,,
07/26/2017,87.25,87.25,87.25,87.25,0.04K,0.52%,,
07/27/2017,87.3,87.3,87.3,87.3,0.02K,0.06%,,
07/28/2017,87.2,87.2,87.2,87.2,0.03K,-0.11%,,
07/31/2017,93.2,91.75,94.0,91.75,0.10K,6.88%,,
08/01/2017,94.7,94.7,94.7,94.7,0.02K,1.61%,,
08/02/2017,95.05,95.05,95.05,95.05,0.07K,0.37%,,
08/03/2017,94.55,94.55,94.55,94.55,0.03K,-0.53%,,
08/04/2017,95.35,95.35,95.35,95.35,0.02K,0.85%,,
08/07/2017,95.0,95.0,95.0,95.0,0.01K,-0.37%,,
08/08/2017,94.05,94.05,94.05,94.05,0.03K,-1.00%,,
08/09/2017,95.2,95.2,95.2,95.2,0.01K,1.22%,,
08/10/2017,95.85,95.85,95.85,95.85,0.03K,0.68%,,
08/11/2017,95.8,95.8,95.8,95.8,0.03K,-0.05%,,
08/14/2017,95.45,95.45,95.45,95.45,0.02K,-0.37%,,
08/15/2017,94.95,94.95,94.95,94.95,0.01K,-0.52%,,
08/16/2017,97.45,97.45,97.45,97.45,0.01K,2.63%,,
08/17/2017,98.05,98.05,98.05,98.05,0.03K,0.62%,,
08/18/2017,98.3,98.3,98.3,98.3,0.02K,0.25%,,
08/21/2017,98.35,98.35,98.35,98.35,0.01K,0.05%,,
08/22/2017,98.4,98.4,98.4,98.4,0.00K,0.05%,,
08/23/2017,98.35,98.35,98.35,98.35,0.00K,-0.05%,,
08/24/2017,98.4,98.4,98.4,98.4,0.00K,0.05%,,
08/25/2017,98.6,98.6,98.6,98.6,0.02K,0.20%,,
08/28/2017,97.75,97.75,97.75,97.75,0.00K,-0.86%,,
08/29/2017,97.05,97.05,97.05,97.05,0.10K,-0.72%,,
08/30/2017,97.4,97.4,97.4,97.4,0.02K,0.36%,,
08/31/2017,95.3,95.3,95.3,95.3,0.07K,-2.16%,,
09/01/2017,95.8,95.8,95.8,95.8,0.02K,0.52%,,
09/04/2017,96.9,96.5,97.0,96.5,0.02K,1.15%,,
09/05/2017,97.8,97.8,97.8,97.8,0.03K,0.93%,,
09/06/2017,97.9,97.9,97.9,97.9,0.02K,0.10%,,
09/07/2017,97.65,98.0,98.0,98.0,0.03K,-0.26%,,
09/08/2017,98.45,98.45,98.45,98.45,0.01K,0.82%,,
09/11/2017,99.55,99.55,99.55,99.55,0.03K,1.12%,,
09/12/2017,99.75,99.75,99.75,99.75,0.02K,0.20%,,
09/13/2017,100.3,101.0,101.0,101.0,0.01K,0.55%,,
09/14/2017,100.0,100.0,100.0,100.0,0.09K,-0.30%,,
09/15/2017,99.2,99.2,99.2,99.2,0.03K,-0.80%,,
09/18/2017,98.25,98.25,98.25,98.25,0.03K,-0.96%,,
09/19/2017,98.2,98.2,98.2,98.2,0.01K,-0.05%,,
09/20/2017,97.95,97.95,97.95,97.95,0.04K,-0.25%,,
09/21/2017,97.3,97.3,97.3,97.3,0.06K,-0.66%,,
09/22/2017,97.2,97.2,97.2,97.2,0.03K,-0.10%,,
09/25/2017,96.95,96.95,96.95,96.95,0.02K,-0.26%,,
09/26/2017,97.0,97.0,97.0,97.0,0.02K,0.05%,,
09/27/2017,97.25,97.25,97.25,97.25,0.04K,0.26%,,
09/28/2017,97.1,97.1,97.1,97.1,0.03K,-0.15%,,
09/29/2017,97.25,97.25,97.25,97.25,0.06K,0.15%,,
10/02/2017,95.9,95.9,95.9,95.9,0.01K,-1.39%,,
10/03/2017,97.0,97.0,97.0,97.0,0.03K,1.15%,,
10/04/2017,99.0,97.0,98.4,97.0,0.11K,2.06%,,
10/05/2017,98.65,98.65,98.65,98.65,0.06K,-0.35%,,
10/06/2017,97.35,97.35,97.35,97.35,0.04K,-1.32%,,
10/09/2017,96.65,96.65,96.65,96.65,0.02K,-0.72%,,
10/10/2017,95.35,95.35,95.35,95.35,0.03K,-1.35%,,
10/11/2017,96.05,96.05,96.05,96.05,0.05K,0.73%,,
10/12/2017,95.15,95.15,95.15,95.15,0.05K,-0.94%,,
10/13/2017,95.75,95.75,95.75,95.75,0.02K,0.63%,,
10/16/2017,96.15,96.15,96.15,96.15,0.07K,0.42%,,
10/17/2017,96.15,96.15,96.15,96.15,0.01K,0.00%,,
10/18/2017,97.1,97.1,97.1,97.1,0.02K,0.99%,,
10/19/2017,96.75,96.75,96.75,96.75,0.03K,-0.36%,,
10/20/2017,97.15,97.15,97.15,97.15,0.04K,0.41%,,
10/23/2017,96.55,96.5,96.5,96.5,0.00K,-0.62%,,
10/24/2017,97.2,97.2,97.2,97.2,0.04K,0.67%,,
10/25/2017,97.15,97.15,97.15,97.15,0.02K,-0.05%,,
10/26/2017,97.1,97.1,97.1,97.1,0.02K,-0.05%,,
10/27/2017,97.45,97.45,97.45,97.45,0.01K,0.36%,,
10/30/2017,99.4,98.75,99.5,98.75,0.08K,2.00%,,
10/31/2017,99.9,99.9,99.9,99.9,0.09K,0.50%,,
11/01/2017,100.0,100.0,100.0,100.0,0.06K,0.10%,,
11/02/2017,100.2,100.2,100.2,100.2,0.01K,0.20%,,
11/03/2017,99.0,99.0,99.0,99.0,0.01K,-1.20%,,
11/06/2017,98.75,98.75,98.75,98.75,0.01K,-0.25%,,
11/07/2017,98.5,98.5,98.5,98.5,0.03K,-0.25%,,
11/08/2017,98.0,98.0,98.0,98.0,0.04K,-0.51%,,
11/09/2017,97.7,97.7,97.7,97.7,0.01K,-0.31%,,
11/10/2017,97.65,97.65,97.65,97.65,0.01K,-0.05%,,
11/13/2017,97.8,97.8,97.8,97.8,0.01K,0.15%,,
11/14/2017,97.6,97.6,97.6,97.6,0.01K,-0.20%,,
11/15/2017,97.55,97.55,97.55,97.55,0.01K,-0.05%,,
11/16/2017,96.75,96.75,96.75,96.75,0.02K,-0.82%,,
11/17/2017,96.55,96.55,96.55,96.55,0.01K,-0.21%,,
11/20/2017,96.25,96.25,96.25,96.25,0.02K,-0.31%,,
11/21/2017,95.9,95.9,95.9,95.9,0.02K,-0.36%,,
11/22/2017,96.2,96.2,96.2,96.2,0.00K,0.31%,,
11/23/2017,96.1,96.1,96.1,96.1,0.04K,-0.10%,,
11/24/2017,96.55,96.55,96.55,96.55,0.03K,0.47%,,
11/27/2017,95.05,95.05,95.05,95.05,0.01K,-1.55%,,
11/28/2017,96.4,96.0,97.0,96.0,0.04K,1.42%,,
11/29/2017,96.8,97.0,97.0,97.0,0.01K,0.41%,,
11/30/2017,96.8,96.8,96.8,96.8,0.01K,0.00%,,
12/01/2017,96.95,96.95,96.95,96.95,0.01K,0.15%,,
12/04/2017,97.3,97.7,97.7,97.7,0.01K,0.36%,,
12/05/2017,96.55,96.55,96.55,96.55,0.00K,-0.77%,,
12/06/2017,97.1,97.1,97.1,97.1,0.03K,0.57%,,
12/07/2017,97.25,97.25,97.25,97.25,0.01K,0.15%,,
12/08/2017,97.55,97.55,97.55,97.55,0.02K,0.31%,,
12/11/2017,98.05,98.05,98.05,98.05,0.01K,0.51%,,
12/12/2017,98.65,98.65,98.65,98.65,0.02K,0.61%,,
12/13/2017,99.65,99.65,99.65,99.65,0.03K,1.01%,,
12/14/2017,99.7,99.7,99.7,99.7,0.04K,0.05%,,
12/15/2017,100.0,100.0,100.0,100.0,0.04K,0.30%,,
12/18/2017,100.15,100.15,100.15,100.15,0.02K,0.15%,,
12/19/2017,100.3,100.3,100.3,100.3,0.01K,0.15%,,
12/20/2017,100.25,100.25,100.25,100.25,0.01K,-0.05%,,
12/21/2017,100.2,100.2,100.2,100.2,0.01K,-0.05%,,
12/22/2017,100.2,100.2,100.2,100.2,0.01K,0.00%,,
12/26/2017,100.2,100.2,100.2,100.2,,0.00%,,
12/27/2017,100.2,100.2,100.2,100.2,,0.00%,,
12/28/2017,101.2,101.2,101.2,101.2,0.01K,1.00%,,
12/29/2017,100.8,100.8,100.8,100.8,,-0.40%,,
01/02/2018,102.65,102.65,102.65,102.65,0.01K,1.84%,,
01/03/2018,103.8,103.8,103.8,103.8,,1.12%,,
01/04/2018,104.95,105.0,105.0,105.0,0.05K,1.11%,,
01/05/2018,105.3,105.25,105.5,105.0,0.15K,0.33%,,
01/08/2018,106.75,105.9,107.0,105.9,0.08K,1.38%,,
01/09/2018,107.0,107.0,107.0,107.0,0.04K,0.23%,,
01/10/2018,106.55,106.55,106.55,106.55,0.02K,-0.42%,,
01/11/2018,106.1,106.1,106.1,106.1,0.03K,-0.42%,,
01/12/2018,105.85,105.85,105.85,105.85,0.00K,-0.24%,,
01/15/2018,106.4,106.4,106.4,106.4,0.02K,0.52%,,
01/16/2018,106.45,107.0,107.05,106.55,0.08K,0.05%,,
01/17/2018,106.55,106.55,106.55,106.55,0.01K,0.09%,,
01/18/2018,106.75,106.75,106.75,106.75,0.01K,0.19%,,
01/19/2018,106.75,106.75,106.75,106.75,0.03K,0.00%,,
01/22/2018,106.5,106.5,106.5,106.5,0.03K,-0.23%,,
01/23/2018,106.5,106.5,106.5,106.5,0.01K,0.00%,,
01/24/2018,106.95,106.95,106.95,106.95,0.01K,0.42%,,
01/25/2018,106.5,106.5,106.5,106.5,0.01K,-0.42%,,
01/26/2018,106.5,106.5,106.5,106.5,0.00K,0.00%,,
01/29/2018,109.0,109.0,109.65,109.0,0.05K,2.35%,,
01/30/2018,107.15,108.5,108.5,107.75,0.02K,-1.70%,,
01/31/2018,104.35,104.35,104.35,104.35,0.07K,-2.61%,,
02/01/2018,104.4,104.4,104.4,104.4,0.03K,0.05%,,
02/02/2018,104.75,104.75,104.75,104.75,0.01K,0.34%,,
02/05/2018,104.55,104.55,104.55,104.55,0.01K,-0.19%,,
02/06/2018,104.0,104.4,104.4,104.4,0.02K,-0.53%,,
02/07/2018,102.75,102.75,102.75,102.75,0.10K,-1.20%,,
02/08/2018,100.9,100.9,100.9,100.9,0.07K,-1.80%,,
02/09/2018,101.15,101.15,101.15,101.15,0.02K,0.25%,,
02/12/2018,101.65,101.65,101.65,101.65,0.01K,0.49%,,
02/13/2018,102.65,102.65,102.65,102.65,0.10K,0.98%,,
02/14/2018,104.4,104.4,104.4,104.4,0.03K,1.70%,,
02/15/2018,104.15,104.15,104.15,104.15,0.02K,-0.24%,,
02/16/2018,104.7,104.7,104.7,104.7,0.00K,0.53%,,
02/19/2018,105.3,105.3,105.3,105.3,0.01K,0.57%,,
02/20/2018,105.25,105.25,105.25,105.25,0.01K,-0.05%,,
02/21/2018,105.55,105.55,105.55,105.55,0.01K,0.29%,,
02/22/2018,105.65,105.65,105.65,105.65,0.02K,0.09%,,
02/23/2018,105.1,105.1,105.1,105.1,0.01K,-0.52%,,
02/26/2018,104.6,107.15,107.15,105.0,0.05K,-0.48%,,
02/27/2018,104.3,103.5,104.0,103.5,0.03K,-0.29%,,
02/28/2018,104.25,103.9,104.0,103.75,0.03K,-0.05%,,
03/01/2018,102.9,102.9,102.9,102.9,0.01K,-1.29%,,
03/02/2018,102.9,103.0,103.0,103.0,0.03K,0.00%,,
03/05/2018,102.0,102.0,102.0,102.0,0.02K,-0.87%,,
03/06/2018,101.5,101.5,101.5,101.5,0.03K,-0.49%,,
03/07/2018,99.75,101.0,101.0,100.0,0.02K,-1.72%,,
03/08/2018,99.95,100.0,100.0,100.0,0.02K,0.20%,,
03/09/2018,99.4,99.4,99.4,99.4,0.01K,-0.55%,,
03/12/2018,98.0,99.0,99.0,98.25,0.02K,-1.41%,,
03/13/2018,98.0,98.0,98.05,97.9,0.05K,0.00%,,
03/14/2018,97.7,97.0,97.0,97.0,0.01K,-0.31%,,
03/15/2018,97.85,97.85,97.85,97.85,0.07K,0.15%,,
03/16/2018,97.15,97.15,97.15,97.15,0.02K,-0.72%,,
03/19/2018,96.75,96.75,96.75,96.75,0.02K,-0.41%,,
03/20/2018,97.35,97.35,97.35,97.35,0.03K,0.62%,,
03/21/2018,97.15,97.15,97.15,97.15,0.01K,-0.21%,,
03/22/2018,96.7,96.9,96.9,96.9,0.01K,-0.46%,,
03/23/2018,96.75,96.75,96.75,96.75,0.03K,0.05%,,
03/26/2018,96.6,96.6,96.6,96.6,0.01K,-0.16%,,
03/27/2018,96.9,96.9,96.9,96.9,0.01K,0.31%,,
03/28/2018,96.65,96.65,96.65,96.65,0.01K,-0.26%,,
03/29/2018,96.4,96.4,96.4,96.4,0.02K,-0.26%,,
04/02/2018,92.25,92.25,92.25,92.25,,-4.30%,,
04/03/2018,92.0,93.4,93.4,93.25,0.11K,-0.27%,,
04/04/2018,93.55,93.55,93.55,93.55,0.25K,1.68%,,
04/05/2018,94.15,94.15,94.15,94.15,0.15K,0.64%,,
04/06/2018,93.9,93.9,93.9,93.9,0.05K,-0.27%,,
04/09/2018,94.2,94.2,94.2,94.2,0.06K,0.32%,,
04/10/2018,93.5,93.5,93.5,93.5,0.05K,-0.74%,,
04/11/2018,93.65,93.65,93.65,93.65,0.06K,0.16%,,
04/12/2018,93.65,93.65,93.65,93.65,0.03K,0.00%,,
04/13/2018,93.4,93.4,93.4,93.4,0.17K,-0.27%,,
04/16/2018,93.0,93.0,93.0,93.0,0.03K,-0.43%,,
04/17/2018,92.05,92.7,92.7,92.7,0.10K,-1.02%,,
04/18/2018,92.65,92.65,92.65,92.65,0.09K,0.65%,,
04/19/2018,93.75,93.75,93.75,93.75,0.04K,1.19%,,
04/20/2018,93.45,93.45,93.45,93.45,0.02K,-0.32%,,
04/23/2018,93.35,93.3,93.3,93.3,0.02K,-0.11%,,
04/24/2018,93.25,93.25,93.25,93.25,0.02K,-0.11%,,
04/25/2018,93.45,93.45,93.45,93.45,0.01K,0.21%,,
04/26/2018,93.5,93.5,93.5,93.5,0.03K,0.05%,,
04/27/2018,93.65,93.65,93.65,93.65,0.01K,0.16%,,
04/30/2018,99.4,99.4,99.4,99.4,0.07K,6.14%,,
05/01/2018,102.05,101.45,101.45,101.3,0.06K,2.67%,,
05/02/2018,101.0,101.0,101.0,101.0,0.18K,-1.03%,,
05/03/2018,100.1,100.1,100.1,100.1,0.03K,-0.89%,,
05/04/2018,100.55,100.55,100.55,100.55,0.01K,0.45%,,
05/07/2018,100.55,100.55,100.55,100.55,,0.00%,,
05/08/2018,101.0,101.0,101.0,101.0,0.03K,0.45%,,
05/09/2018,100.7,100.7,100.7,100.7,0.06K,-0.30%,,
05/10/2018,101.5,101.5,101.5,101.5,0.03K,0.79%,,
05/11/2018,101.75,101.75,101.75,101.75,0.01K,0.25%,,
05/14/2018,102.5,102.5,102.5,102.5,0.04K,0.74%,,
05/15/2018,104.25,104.25,104.25,104.25,0.01K,1.71%,,
05/16/2018,104.6,104.6,104.6,104.6,0.03K,0.34%,,
05/17/2018,104.15,104.15,104.15,104.15,0.01K,-0.43%,,
05/18/2018,104.35,104.35,104.35,104.35,0.03K,0.19%,,
05/21/2018,104.6,104.6,104.6,104.6,0.01K,0.24%,,
05/22/2018,105.2,105.2,105.2,105.2,0.02K,0.57%,,
05/23/2018,104.75,104.75,104.75,104.75,0.06K,-0.43%,,
05/24/2018,104.7,104.7,104.7,104.7,0.01K,-0.05%,,
05/25/2018,105.45,105.45,105.45,105.45,0.00K,0.72%,,
05/28/2018,107.35,107.35,107.35,107.35,,1.80%,,
05/29/2018,106.85,106.75,107.0,106.75,0.02K,-0.47%,,
05/30/2018,108.65,106.65,108.75,106.65,0.05K,1.68%,,
05/31/2018,110.15,109.0,110.5,109.0,0.07K,1.38%,,
06/01/2018,111.05,112.0,112.5,112.0,0.01K,0.82%,,
06/04/2018,113.3,112.85,114.0,112.85,0.12K,2.03%,,
06/05/2018,113.0,112.5,113.0,112.5,0.03K,-0.26%,,
06/06/2018,112.8,112.8,112.8,112.8,0.01K,-0.18%,,
06/07/2018,114.1,114.1,114.1,114.1,0.03K,1.15%,,
06/08/2018,113.85,113.85,113.85,113.85,0.01K,-0.22%,,
06/11/2018,114.35,114.35,114.35,114.35,0.14K,0.44%,,
06/12/2018,115.55,115.55,115.55,115.55,0.01K,1.05%,,
06/13/2018,116.0,116.0,116.0,116.0,0.01K,0.39%,,
06/14/2018,115.5,116.0,116.0,116.0,0.00K,-0.43%,,
06/15/2018,115.0,115.0,115.0,115.0,0.01K,-0.43%,,
06/18/2018,115.9,115.9,115.9,115.9,0.03K,0.78%,,
06/19/2018,115.35,115.35,115.35,115.35,0.03K,-0.47%,,
06/20/2018,114.45,114.45,114.45,114.45,0.04K,-0.78%,,
06/21/2018,114.0,114.0,114.0,114.0,0.01K,-0.39%,,
06/22/2018,114.05,114.05,114.05,114.05,0.02K,0.04%,,
06/25/2018,114.5,114.5,114.5,114.5,0.01K,0.39%,,
06/26/2018,114.75,114.75,114.75,114.75,,0.22%,,
06/27/2018,114.4,114.4,114.4,114.4,0.00K,-0.31%,,
06/28/2018,114.4,114.4,114.4,114.4,,0.00%,,
06/29/2018,114.4,114.4,114.4,114.4,0.02K,0.00%,,
07/02/2018,115.0,115.7,115.7,115.7,0.04K,0.52%,,
07/03/2018,115.35,116.0,116.0,116.0,0.11K,0.30%,,
07/04/2018,116.5,116.5,116.5,116.5,0.15K,1.00%,,
07/05/2018,116.6,116.2,116.2,116.2,0.16K,0.09%,,
07/06/2018,116.1,116.1,116.1,116.1,0.01K,-0.43%,,
07/09/2018,116.1,116.1,116.1,116.1,0.01K,0.00%,,
07/10/2018,117.45,117.45,117.45,117.45,0.02K,1.16%,,
07/11/2018,117.9,117.9,117.9,117.9,0.04K,0.38%,,
07/12/2018,118.05,118.05,118.05,118.05,0.03K,0.13%,,
07/13/2018,117.7,117.7,117.7,117.7,0.02K,-0.30%,,
07/16/2018,118.25,118.25,118.25,118.25,0.02K,0.47%,,
07/17/2018,118.7,118.7,118.7,118.7,0.06K,0.38%,,
07/18/2018,119.6,119.6,119.6,119.6,0.01K,0.76%,,
07/19/2018,119.3,119.3,119.3,119.3,0.00K,-0.25%,,
07/20/2018,117.7,117.7,117.7,117.7,0.02K,-1.34%,,
07/23/2018,118.65,118.65,118.65,118.65,0.01K,0.81%,,
07/24/2018,119.3,119.3,119.3,119.3,0.01K,0.55%,,
07/25/2018,119.9,119.9,119.9,119.9,0.01K,0.50%,,
07/26/2018,119.9,119.9,119.9,119.9,,0.00%,,
07/27/2018,119.9,119.9,119.9,119.9,0.01K,0.00%,,
07/30/2018,115.55,115.2,115.2,115.2,0.15K,-3.63%,,
07/31/2018,117.55,116.0,116.0,116.0,0.04K,1.73%,,
08/01/2018,117.8,118.1,118.1,118.1,0.03K,0.21%,,
08/02/2018,117.35,117.35,117.35,117.35,0.02K,-0.38%,,
08/03/2018,117.45,117.5,117.5,117.5,0.00K,0.09%,,
08/06/2018,116.8,116.5,116.5,116.5,0.03K,-0.55%,,
08/07/2018,116.0,116.0,116.0,116.0,0.01K,-0.68%,,
08/08/2018,115.9,116.0,116.0,116.0,0.08K,-0.09%,,
08/09/2018,116.3,116.3,116.3,116.3,0.10K,0.35%,,
08/10/2018,116.65,116.65,116.65,116.65,0.01K,0.30%,,
08/13/2018,117.5,117.5,117.5,117.5,,0.73%,,
08/14/2018,118.4,118.4,118.4,118.4,0.05K,0.77%,,
08/15/2018,118.15,118.15,118.15,118.15,0.00K,-0.21%,,
08/16/2018,118.1,118.1,118.1,118.1,0.03K,-0.04%,,
08/17/2018,118.0,118.0,118.0,118.0,0.01K,-0.08%,,
08/20/2018,117.65,117.65,117.65,117.65,0.01K,-0.30%,,
08/21/2018,117.55,117.55,117.55,117.55,0.01K,-0.08%,,
08/22/2018,117.5,117.5,117.5,117.5,0.00K,-0.04%,,
08/23/2018,117.15,117.15,117.15,117.15,0.01K,-0.30%,,
08/24/2018,117.9,117.9,117.9,117.9,0.03K,0.64%,,
08/27/2018,118.9,118.9,118.9,118.9,,0.85%,,
08/28/2018,117.5,117.5,117.5,117.5,0.01K,-1.18%,,
08/29/2018,117.65,117.65,117.65,117.65,0.02K,0.13%,,
08/30/2018,117.5,117.5,117.5,117.5,0.08K,-0.13%,,
08/31/2018,118.0,118.0,118.0,118.0,0.03K,0.43%,,
09/03/2018,116.25,116.25,116.25,116.25,0.03K,-1.48%,,
09/04/2018,115.35,115.35,115.35,115.35,0.12K,-0.77%,,
09/05/2018,114.8,114.9,115.0,114.9,0.06K,-0.48%,,
09/06/2018,114.8,114.8,114.8,114.8,0.01K,0.00%,,
09/07/2018,114.55,114.75,114.75,114.75,0.01K,-0.22%,,
09/10/2018,115.3,115.0,115.25,115.0,0.06K,0.65%,,
09/11/2018,115.65,115.65,115.65,115.65,0.02K,0.30%,,
09/12/2018,115.05,115.05,115.05,115.05,0.01K,-0.52%,,
09/13/2018,115.3,115.3,115.3,115.3,0.02K,0.22%,,
09/14/2018,115.4,115.4,115.4,115.4,0.03K,0.09%,,
09/17/2018,114.6,114.6,114.6,114.6,0.00K,-0.69%,,
09/18/2018,114.15,114.15,114.15,114.15,0.02K,-0.39%,,
09/19/2018,114.5,114.5,114.5,114.5,0.01K,0.31%,,
09/20/2018,113.15,113.15,113.15,113.15,0.00K,-1.18%,,
09/21/2018,113.45,113.45,113.45,113.45,,0.27%,,
09/24/2018,113.75,113.75,113.75,113.75,0.01K,0.26%,,
09/25/2018,113.7,113.7,113.7,113.7,0.02K,-0.04%,,
09/26/2018,113.7,113.7,113.7,113.7,0.01K,0.00%,,
09/27/2018,113.7,113.7,113.7,113.7,0.01K,0.00%,,
09/28/2018,113.85,113.85,113.85,113.85,0.01K,0.13%,,
10/01/2018,114.6,114.0,114.0,114.0,0.01K,0.66%,,
10/02/2018,114.05,114.05,114.05,114.05,0.06K,-0.48%,,
10/03/2018,113.9,113.9,113.9,113.9,0.09K,-0.13%,,
10/04/2018,113.75,113.75,113.75,113.75,0.03K,-0.13%,,
10/05/2018,113.65,113.65,113.65,113.65,0.01K,-0.09%,,
10/08/2018,112.75,112.75,112.75,112.75,0.02K,-0.79%,,
10/09/2018,110.95,110.95,110.95,110.95,0.03K,-1.60%,,
10/10/2018,109.85,109.85,109.85,109.85,0.02K,-0.99%,,
10/11/2018,108.7,108.7,108.7,108.7,0.04K,-1.05%,,
10/12/2018,109.2,109.2,109.2,109.2,0.02K,0.46%,,
10/15/2018,109.25,109.25,109.25,109.25,,0.05%,,
10/16/2018,109.1,109.1,109.1,109.1,0.01K,-0.14%,,
10/17/2018,109.15,109.15,109.15,109.15,0.01K,0.05%,,
10/18/2018,109.75,109.75,109.75,109.75,0.02K,0.55%,,
10/19/2018,110.0,110.0,110.0,110.0,0.00K,0.23%,,
10/22/2018,110.1,110.1,110.1,110.1,0.01K,0.09%,,
10/23/2018,109.5,109.5,109.5,109.5,0.01K,-0.54%,,
10/24/2018,109.75,109.75,109.75,109.75,,0.23%,,
10/25/2018,109.75,109.75,109.75,109.75,0.01K,0.00%,,
10/26/2018,109.65,109.65,109.65,109.65,0.01K,-0.09%,,
10/29/2018,108.0,108.0,108.0,108.0,0.09K,-1.50%,,
10/30/2018,107.5,107.5,107.5,107.5,0.18K,-0.46%,,
10/31/2018,105.2,105.2,105.2,105.2,0.11K,-2.14%,,
11/01/2018,102.85,104.0,104.0,103.5,0.04K,-2.23%,,
11/02/2018,103.4,103.75,103.75,103.75,0.03K,0.53%,,
11/05/2018,103.9,103.9,103.9,103.9,0.01K,0.48%,,
11/06/2018,103.5,103.5,103.5,103.5,0.02K,-0.38%,,
11/07/2018,105.45,105.45,105.45,105.45,0.02K,1.88%,,
11/08/2018,105.35,105.25,105.75,105.25,0.02K,-0.09%,,
11/09/2018,105.9,105.5,105.5,105.5,0.06K,0.52%,,
11/12/2018,105.85,105.85,105.85,105.85,0.00K,-0.05%,,
11/13/2018,105.5,105.5,105.5,105.5,,-0.33%,,
11/14/2018,103.35,103.35,103.35,103.35,0.00K,-2.04%,,
11/15/2018,104.15,104.15,104.15,104.15,0.03K,0.77%,,
11/16/2018,102.5,102.5,102.5,102.5,0.02K,-1.58%,,
11/19/2018,102.95,102.95,102.95,102.95,0.01K,0.44%,,
11/20/2018,102.3,102.3,102.3,102.3,0.02K,-0.63%,,
11/21/2018,102.45,102.45,102.45,102.45,0.00K,0.15%,,
11/22/2018,102.4,102.4,102.4,102.4,0.01K,-0.05%,,
11/23/2018,101.75,101.75,101.75,101.75,0.01K,-0.63%,,
11/26/2018,101.4,101.4,101.4,101.4,0.01K,-0.34%,,
11/27/2018,101.55,101.55,101.55,101.55,0.00K,0.15%,,
11/28/2018,101.55,101.55,101.55,101.55,0.02K,0.00%,,
11/29/2018,101.55,101.55,101.55,101.55,0.00K,0.00%,,
